#200 14
10.541 11.0157 11.2584 11.5232 10.8977 9.87856 11.2993 10.4481 10.3214 10.0815 10.6731 9.99132 9.88428 9.86022 
5.08204 7.66778 7.45966 7.06601 6.31812 5.73148 5.65635 5.56683 5.68956 5.38351 6.03402 5.51699 5.28611 5.18432 
10.1045 10.1244 9.85878 10.1132 10.3032 9.94237 10.7092 10.6731 10.4173 10.3256 10.9504 10.5234 10.4786 10.8023 
8.43238 10.0912 11.1158 9.57389 8.4821 7.38563 6.10772 5.93043 6.64185 6.41995 6.56721 5.53456 5.2101 5.35579 
9.06828 8.80432 8.9732 8.8762 8.66765 7.88567 8.30085 8.31591 8.41698 7.46193 7.71973 7.55725 7.81304 7.27017 
6.72866 6.53417 6.76152 6.65188 6.4218 5.85461 5.48715 5.9005 5.81182 5.06491 5.89856 5.2908 5.77933 5.1435 
7.31023 7.68745 7.37735 7.5426 7.11753 6.49406 6.00938 6.5894 6.45892 6.10594 6.97757 5.91447 6.1581 6.53027 
7.97946 7.49582 7.21276 6.63679 5.92466 5.57825 6.00242 5.96708 5.98048 5.49633 6.50591 5.23606 5.92778 5.80004 
13.2354 10.9366 11.2181 10.8615 9.7109 9.44796 9.59896 9.66334 9.71676 8.96877 9.2971 8.78422 9.49435 9.64689 
7.33958 6.70799 6.52709 6.70292 6.61563 6.4481 5.97836 6.23864 6.11784 5.68932 6.29616 5.8054 6.09511 5.56969 
5.95443 5.77148 6.01535 7.75826 8.03338 8.02997 8.01996 8.4564 8.02348 7.33484 7.08624 6.90008 7.04154 7.08113 
7.23906 7.27621 6.80147 6.69895 6.45649 6.24593 6.67802 6.86938 6.53417 6.46883 7.24088 6.51427 6.6281 6.93639 
7.89582 8.23881 7.65509 6.8199 6.03631 5.63865 4.89962 6.15009 6.34263 6.10506 7.00935 6.42806 6.57785 6.46101 
8.95974 7.07523 7.14372 7.07286 6.78007 6.76671 7.34638 6.6864 6.65188 7.08937 7.78634 6.87358 7.29814 6.91698 
9.85384 9.59344 9.59896 9.24314 9.05345 8.85936 8.40495 8.36726 8.41846 7.78024 8.4007 7.73243 8.05632 7.94999 
13.3077 11.0531 11.4718 10.8977 9.76332 9.76912 9.72806 9.82859 9.85878 9.3069 9.32435 9.01784 9.58639 9.63092 
8.97913 8.29165 8.16219 7.96313 7.20818 7.15604 6.26683 6.35858 6.35473 6.79744 7.12624 6.55494 7.1083 6.04948 
7.1615 7.34638 7.28276 6.9695 6.52795 6.26447 5.53268 6.00064 6.04264 5.3528 5.90955 5.46625 5.78141 5.48097 
7.43771 7.25244 8.07554 7.32693 6.7252 6.78953 6.02399 6.22406 6.1581 5.89733 6.48388 5.70127 6.18555 5.72481 
12.0929 13.1739 10.9664 10.8635 9.85878 9.97437 9.74542 8.83437 9.15639 8.09011 8.75274 7.77952 7.5514 7.46689 
9.14852 8.23612 8.0151 7.44444 6.90965 6.5561 6.38346 6.11087 6.50248 7.15669 7.29814 6.80668 7.12995 6.36304 
10.5503 10.2855 10.5391 10.8423 10.9096 10.5822 9.82859 10.3022 10.3471 9.74138 10.2855 9.75194 10.0446 9.76332 
7.41595 6.9646 6.91137 6.28212 6.17894 5.84152 5.02514 5.09663 6.18248 4.5186 5.20678 4.29759 4.91881 4.33928 
6.64063 6.7252 6.51308 6.45007 6.31871 5.5448 4.9113 5.95955 5.8599 5.34145 5.7728 5.3436 5.75505 5.52877 
8.12846 7.22024 6.9646 6.9672 6.60499 6.49601 6.74795 6.6262 6.74372 6.53206 7.55549 6.81406 7.29512 6.67925 
11.3452 10.6186 10.4438 10.142 9.73792 9.46028 8.67725 9.12158 9.1447 8.19553 8.80516 8.22763 8.60922 8.08 
8.14269 8.53489 8.38373 8.30744 7.70742 7.74287 6.58225 6.74904 7.05741 6.4644 7.49984 6.75829 7.00819 7.01588 
10.7772 8.96643 9.15317 8.66622 7.9506 7.90972 7.33576 7.33576 7.44528 7.70047 7.62301 7.30206 7.67589 6.98493 
9.37964 9.76284 8.86108 8.2335 7.44673 7.66316 4.65764 4.82199 5.66939 2.63695 3.14613 3.15602 3.51215 3.52386 
8.68009 8.93109 8.88677 8.52996 8.34681 8.19084 7.44234 8.03244 7.85098 7.34972 7.46931 7.03676 7.29915 7.18232 
10.736 9.37055 9.62013 9.04962 8.48289 8.5841 6.9672 7.63051 7.93279 6.2869 6.24992 6.22019 6.4908 6.28084 
8.25123 9.14243 9.79098 9.27106 8.87673 8.49874 9.1245 8.80025 8.55077 8.35415 9.31267 8.32024 8.05068 8.05108 
10.2264 10.2497 10.3307 10.4173 10.3307 10.0673 9.51579 9.69426 9.52503 8.80349 9.55841 9.07787 9.28594 8.46271 
6.5642 6.78935 6.40363 6.20421 5.77238 5.28529 4.63401 4.88233 5.10677 4.72075 5.44443 4.82307 4.96006 4.86135 
6.93114 6.40569 6.12508 5.80943 5.53318 5.21339 5.2851 5.20122 5.29388 4.62813 5.59511 4.8372 5.02431 4.51501 
10.2168 9.90053 9.93875 9.65034 9.14028 9.18147 7.73768 8.24171 8.32133 7.79762 8.40195 7.86861 8.18694 7.54292 
6.67522 7.3241 5.84359 5.24973 5.14051 5.42445 3.06871 3.9584 3.77888 3.33547 3.50928 3.04509 1.74134 3.22089 
11.0637 10.3613 10.2097 9.97917 9.39608 9.36464 8.64527 9.1786 9.27175 8.77522 9.6161 8.74311 9.06657 8.82588 
9.22627 9.11852 8.4605 8.55917 8.31482 8.02157 8.0515 7.7849 7.52294 6.95768 7.84087 7.22124 7.29748 6.56831 
7.95796 7.37686 6.63315 5.94944 5.7821 5.87601 5.07584 5.37767 5.19512 4.61809 5.44672 4.5132 5.14145 4.66614 
11.2216 11.6747 11.6571 11.1322 10.3907 9.92795 9.30862 9.53293 9.5413 8.94475 9.6176 8.93215 9.07535 8.79674 
8.13084 7.72408 7.58568 7.42627 7.17804 7.31105 6.85707 6.84906 6.85007 6.1898 6.8696 6.23314 6.44914 5.95565 
8.80182 8.5049 7.88813 7.56468 6.58862 6.44456 6.07719 6.14407 6.36689 5.74879 6.05969 5.69902 6.19058 5.64283 
7.55301 9.65034 8.35584 7.15802 6.62694 5.96383 6.60417 6.01998 6.0316 5.27019 5.70185 5.0539 5.39181 4.54878 
8.94156 8.47601 8.68131 9.15888 9.58779 9.51468 9.71363 9.26557 9.06043 8.53165 8.18329 8.14845 7.84299 7.51626 
7.32859 7.42289 7.29435 6.7984 6.34861 5.9436 5.56234 5.21983 5.0637 4.50289 5.25059 4.73619 4.66165 4.68165 
9.13888 9.27787 8.10216 8.0604 7.43111 7.12193 7.07839 6.49247 6.52842 5.83508 6.99326 6.03433 5.48682 5.9408 
10.5853 10.8167 11.1452 10.8167 10.1515 9.99808 9.10003 9.49242 9.28225 8.94156 9.27936 9.07267 8.90214 8.87979 
5.42571 5.94944 6.24323 6.17407 5.97959 6.01448 5.37074 5.41244 5.31612 4.73775 5.51784 4.91642 5.01668 4.82267 
6.96133 7.78281 8.18569 8.19678 7.76563 7.79796 7.11628 7.35729 7.03284 7.17549 7.51114 7.0109 6.71821 7.74898 
5.49721 6.01481 5.89702 6.29369 6.49601 6.67022 7.01588 6.95163 6.74334 6.51147 7.37735 6.43973 6.20553 6.42254 
13.2096 11.997 11.8267 11.1117 9.93875 9.32755 9.31167 9.23564 9.45609 8.84682 8.62878 8.86674 8.82588 8.73104 
9.53124 9.98965 10.6269 13.8247 14.2692 13.9917 14.4468 14.2435 14.4468 14.5347 14.4181 14.5747 14.2571 14.166 
11.1808 11.3885 10.3058 10.0731 9.649 9.48507 9.48168 8.99067 9.06828 8.20036 8.85506 8.51691 8.30813 7.81549 
8.83932 8.22286 8.3486 8.28471 7.8234 6.98401 7.78149 8.10269 8.05366 7.82648 8.43087 8.30282 7.99862 8.74388 
9.95689 7.64341 7.65081 7.76667 7.02861 6.16325 7.07204 6.33591 6.09598 8.3664 8.62491 7.83234 7.68189 7.10078 
10.5074 10.6758 10.662 10.6483 10.0206 9.65459 9.39891 10.1045 10.2584 9.72806 9.85154 9.48168 9.32755 9.45809 
10.3164 10.5661 10.6779 10.7678 10.3256 9.74634 9.92627 9.80886 9.73079 9.40687 10.0572 9.44333 9.6258 9.17739 
7.528 8.1013 8.03039 9.77609 11.1808 11.0349 11.5166 11.976 12.1808 12.1808 12.0083 11.8837 12.2733 11.8267 
6.77585 6.75548 6.19711 5.90375 5.64489 5.09491 5.71794 5.34902 5.60386 5.25888 5.90021 5.14942 5.28073 4.56663 
10.4582 10.2711 10.6323 10.2633 9.89574 9.43379 10.005 9.69732 9.66121 9.28594 10.0455 9.35319 9.09284 9.07653 
9.03041 9.24192 9.34784 8.66384 8.20229 7.36747 7.9823 7.91881 7.61595 8.23225 9.28784 8.19435 8.08589 8.31656 
13.8247 10.461 11.0692 10.9175 10.1902 9.73174 9.93064 9.54007 9.54483 10.0598 10.4642 10.1477 10.0731 9.61872 
5.4276 4.6009 5.22045 5.95955 5.50547 4.95159 5.60737 5.69817 5.12421 6.39085 7.66598 6.40819 6.4261 6.52943 
7.57619 6.3274 7.11325 7.36336 7.59184 7.49941 7.71037 7.39073 6.95163 7.32083 8.19361 7.68647 7.66025 6.9672 
9.0812 9.03688 8.94861 8.5018 7.863 7.42408 7.20167 6.85816 6.92611 6.45099 7.45166 6.4883 6.78127 6.18817 
7.28917 5.28611 5.22474 5.14672 4.57945 4.93156 4.52168 4.72438 4.1851 4.3404 4.41472 4.07485 3.94202 4.61233 
8.42179 7.3954 7.19562 8.74105 9.73174 9.85154 10.4195 10.7772 11.0974 11.2631 10.6954 10.9872 11.3121 10.9635 
7.28408 7.91797 7.74735 7.26597 6.89746 6.46647 5.88005 6.28888 6.31488 5.80892 5.97346 5.70792 5.46912 5.90789 
10.3083 9.54294 9.79726 9.62117 9.37611 9.55026 9.45523 9.79726 9.73386 9.86022 10.0507 9.4177 9.59344 9.16011 
8.2256 8.24739 8.21806 8.31134 8.08053 7.89208 6.90749 7.14412 7.24995 6.27021 6.06512 6.37152 6.40932 6.22715 
11.2928 13.9113 14.1096 14.3888 13.7751 12.3144 10.7378 10.5927 10.3153 9.53293 9.52321 9.67713 9.41638 9.19358 
